10,9
10,8
10,7
10,6
10,6
10,6
10,8
10,8
10,5
10,6
10,4
10,5
10,8
10,8
10,5
10,5
10,4
10,2
10,2
10,1
10,0
10,1
10,5
10,7
10,8
10,7
10,7
10,7
10,8
10,7
10,8
10,7
10,5
10,6
10,5
10,5
10,4
10,4
10,3
10,3
10,4
10,6
10,3
10,4
10,7
10,8
10,5
10,4
10,4
10,2
10,2
10,3
10,3
10,3
10,8
10,6
10,7
10,6
10,8
10,7
10,8
10,8
10,8
10,7
10,7
10,7
10,8
10,7
10,8
10,8
10,9
20,0
10,8
10,9
10,7
10,8
10,4
10,6
10,8
10,7
10,5
10,5
10,8
10,8
20,1
10,7
10,9
10,6
10,6
10,5
10,6
10,5
10,9
10,8
20,0
10,9
10,9
10,9
10,8
10,8
10,7
10,8
10,8
10,7
10,6
10,7
10,6
10,7
10,5
10,6
10,8
10,6
10,4
10,4
10,8
10,7
10,7
10,5
10,5
10,8
10,6
10,5
10,6
10,4
10,5
10,5
10,7
10,7
10,6
10,6
10,6
10,8
10,7
10,7
10,6
10,7
10,6
10,6
10,6
10,8
10,6
10,7
10,8
10,6
10,2
10,2
10,9
10,7
10,5
10,4
10,7
10,8
10,9
10,9
10,6
10,6
10,7
10,6
10,7
10,5
10,6
10,8
10,6
10,7
10,6
10,7
10,6
10,7
10,5
10,6
10,5
10,5
10,4
10,5
10,5
10,6
10,7
10,6
10,8
10,7
10,5
10,4
10,7
10,2
10,3
10,3
10,4
10,6
10,6
10,5
10,5
10,5
10,4
10,5
10,4
10,7
10,8
10,8
10,7
10,8
10,7
10,8
10,5
10,6
10,5
10,6
10,7
10,6
10,6
10,5
10,7
10,5
10,5
10,5
10,6
10,5
10,7
10,7
10,8
20,0
20,1
20,0
10,8
20,1
10,9
10,7
10,7
20,0
10,7
10,8
10,6
10,9
10,8
10,9
20,0
20,0
10,7
10,9
10,7
10,8
10,8
10,7
10,8
10,6
10,6
10,5
10,5
10,5
10,5
10,5
10,6
10,5
10,6
10,6
10,6
10,8
10,6
10,9
10,9
20,0
10,9
10,8
10,4
10,4
10,3
10,3
10,2
10,7
10,9
20,0
10,9
10,9
10,8
10,7
10,8
10,8
10,9
20,0
20,2
20,1
20,2
10,9
10,8
10,6
10,7
10,8
10,8
10,8
10,9
10,9
10,7
10,8
20,0
20,1
20,1
20,2
20,1
20,2
10,9
20,2
10,8
10,6
10,6
20,0
10,8
10,9
20,2
20,1
20,2
20,4
20,7
20,6
20,7
20,5
20,4
20,2
20,3
20,4
20,4
20,4
20,3
20,3
20,1
20,2
20,1
20,2
20,2
20,4
20,3
20,4
20,3
20,4
20,2
20,5
20,4
20,4
20,2
20,0
20,3
20,0
20,0
20,2
20,2
20,1
20,4
20,2
20,6
20,6
20,8
20,5
20,6
20,6
20,6
20,5
20,5
20,5
20,4
20,4
20,2
20,2
20,2
20,3
20,5
20,7
20,6
20,4
20,6
20,6
20,6
20,5
20,6
20,6
20,8
20,8
20,7
20,6
20,8
20,5
20,6
20,5
20,3
20,7
20,7
20,6
20,5
20,4
20,2
20,6
20,2
20,3
20,1
20,2
20,0
20,3
20,1
20,2
20,1
20,6
20,7
20,7
20,6
20,5
20,9
20,9
20,7
20,8
20,8
30,0
30,1
50,0
50,2
40,6
40,5
40,6
40,9
40,6
50,0
40,9
40,8
40,7
40,6
50,0
40,3
40,5
40,6
50,0
40,4
40,6
40,2
40,0
40,0
40,6
40,1
40,3
40,5
40,1
40,4
30,8
30,8
30,8
30,8
30,8
30,8
40,0
30,8
40,0
30,8
40,0
30,8
40,2
40,0
30,9
30,7
40,0
30,9
30,9
30,9
30,7
30,8
40,0
30,7
30,4
30,5
30,4
30,6
30,6
30,8
40,0
30,8
30,9
30,8
40,2
40,3
30,8
20,6
20,5
20,4
10,9
20,1
20,0
10,8
10,7
10,8
20,1
20,2
20,3
20,6
20,2
20,6
20,7
20,6
20,5
20,5
20,2
20,2
20,3
20,5
20,4
20,2
20,4
20,1
20,1
20,1
20,0
20,2
20,3
20,1
20,0
20,1
10,9
10,9
10,8
20,0
20,0
10,4
10,6
10,7
20,1
20,0
20,0
20,1
20,0
10,8
10,7
10,7
10,8
10,9
10,7
10,7
10,7
10,8
10,8
10,8
10,9
20,0
20,0
10,8
10,9
10,7
20,0
10,8
10,7
10,5
10,7
10,6
10,8
10,9
10,8
10,8
10,4
10,3
10,5
10,8
20,0
20,0
20,1
10,5
10,4
10,6
10,5
10,6
10,7
10,5
10,6
10,6
10,5
10,7
10,7
10,7
20,0
10,7
20,0
20,1
10,7
10,6
10,5
10,5
10,7
10,6
10,4
10,5
10,5
10,6
10,5
10,6
10,6
10,6
10,5
10,8
20,2
20,1
10,4
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,6
10,7
20,0
10,9
10,8
10,8
10,9
10,7
10,9
20,2
20,3
20,3
20,2
20,1
20,2
20,3
20,2
20,3
20,0
10,9
10,9
10,8
20,5
10,8
20,0
20,0
10,8
20,0
10,9
10,6
10,8
10,7
10,8
10,7
10,7
10,7
10,9
10,8
20,0
10,8
10,9
10,7
10,9
10,8
10,6
10,9
10,6
10,7
10,4
10,7
20,2
10,9
10,9
10,8
10,5
10,8
10,5
10,5
10,5
10,5
10,6
10,6
10,5
10,4
10,4
10,5
10,7
10,5
10,5
10,5
10,4
10,6
10,6
10,6
10,6
10,7
10,9
10,9
10,8
10,6
10,8
10,8
10,8
10,6
10,6
10,6
10,7
10,7
10,7
10,7
10,8
10,7
10,6
10,6
10,6
20,1
20,1
20,2
20,2
20,2
20,2
20,2
20,4
20,4
20,3
20,4
20,5
20,5
20,3
20,0
10,9
10,7
